Customer_Name,Customer_Segment,Product_Sub_Category,Total Sales
Edward Nazzal,Home Office,Telephones and Communication,211.74
Roland Murray,Home Office,Storage & Organization,211.42
Jeremy Lonsdale,Corporate,Labels,211.4
Shaun Chance,Corporate,Paper,210.94
Cassandra Brandow,Home Office,"Scissors, Rulers and Trimmers",210.24
Shahid Collister,Home Office,Storage & Organization,210.22
Sarah Brown,Consumer,Paper,210.06
Muhammed Lee,Corporate,Paper,209.61
Pierre Wener,Home Office,Computer Peripherals,209.38
Michael Moore,Corporate,Paper,209.33
Randy Bradley,Small Business,Storage & Organization,209.3
Craig Yedwab,Consumer,Computer Peripherals,209.12
Patrick O'Brill,Home Office,Labels,209.02
Lena Hernandez,Home Office,Office Furnishings,208.78
Barry Pond,Consumer,Office Furnishings,208.77
Phillip Flathmann,Small Business,Paper,208.15
Laura Armstrong,Small Business,Office Furnishings,208.04
Ben Wallace,Home Office,Labels,207.55
Christine Sundaresam,Small Business,Pens & Art Supplies,207.48
Linda Southworth,Consumer,Binders and Binder Accessories,207.42
Allen Armold,Home Office,"Scissors, Rulers and Trimmers",207.21
Toby Braunhardt,Corporate,Labels,207.18
Dorothy Wardle,Corporate,Paper,207.08
Mark Cousins,Home Office,Storage & Organization,206.68
Brian Derr,Small Business,Paper,206.49
Katrina Willman,Consumer,Telephones and Communication,206.29
Vivian Mathis,Home Office,Binders and Binder Accessories,206.27
Mike Caudle,Corporate,Labels,206.2
Toby Grace,Home Office,Office Furnishings,206.09
Evan Henry,Corporate,Paper,205.99
Claire Good,Home Office,Computer Peripherals,205.88
Art Ferguson,Corporate,Pens & Art Supplies,205.86
Jack Garza,Corporate,Binders and Binder Accessories,205.43
Filia McAdams,Small Business,Computer Peripherals,205.24
Linda Southworth,Consumer,Labels,205.11
Russell Applegate,Small Business,Labels,204.85
Greg Guthrie,Small Business,Pens & Art Supplies,204.25
Thea Hudgings,Consumer,Paper,204.21
Nora Pelletier,Home Office,Paper,203.99
Tony Molinari,Corporate,Binders and Binder Accessories,203.91
Maya Herman,Corporate,Appliances,203.57
Nat Carroll,Home Office,Pens & Art Supplies,203.4
Jay Fine,Consumer,Appliances,203.35
Helen Wasserman,Home Office,Office Furnishings,203.3
Debra Catini,Small Business,Binders and Binder Accessories,203.11
Neil Knudson,Corporate,Labels,203.02
Sung Chung,Home Office,Paper,202.95
Arthur Gainer,Consumer,Computer Peripherals,202.66
Todd Boyes,Small Business,Office Machines,202.64
Maris LaWare,Home Office,Binders and Binder Accessories,202.42
Adam Bellavance,Small Business,Rubber Bands,202.11
Roy Collins,Corporate,Binders and Binder Accessories,201.74
Pauline Webber,Consumer,Paper,201.72
Pete Armstrong,Consumer,Pens & Art Supplies,201.65
Thais Sissman,Corporate,Telephones and Communication,201.59
Liz Willingham,Home Office,Storage & Organization,201.36
Denny Blanton,Home Office,Telephones and Communication,201.18
Aimee Bixby,Home Office,Rubber Bands,201.14
Jennifer Jackson,Home Office,Office Furnishings,201.06
Amy Cox,Corporate,Office Furnishings,200.77
Michael Chen,Consumer,Chairs & Chairmats,200.57
Edward Becker,Home Office,Paper,200.5
Christopher Martinez,Home Office,"Scissors, Rulers and Trimmers",200.41
Jennifer Patt,Home Office,Chairs & Chairmats,200.38
Bill Tyler,Consumer,Paper,200.08
Dennis Bolton,Small Business,Paper,199.94
Dennis Bolton,Small Business,Appliances,199.93
Thomas Seio,Home Office,Appliances,199.86
Roy Phan,Consumer,Pens & Art Supplies,199.76
Erin Mull,Small Business,Binders and Binder Accessories,199.58
Parhena Norris,Home Office,Office Furnishings,199.52
Grant Thornton,Corporate,Paper,199.48
Theresa Swint,Small Business,Bookcases,199.48
Philip Brown,Corporate,Paper,199.46
Neola Schneider,Home Office,Labels,199.39
Barbara Fisher,Small Business,Binders and Binder Accessories,199.24
Natalie Webber,Corporate,Computer Peripherals,198.7
Paul Stevenson,Corporate,Paper,198.43
Erin Creighton,Corporate,Storage & Organization,198.13
Dorothy Dickinson,Corporate,Pens & Art Supplies,198.08
Aaron Smayling,Small Business,Binders and Binder Accessories,197.61
Gary Hwang,Home Office,Telephones and Communication,197.57
Jim Kriz,Consumer,Binders and Binder Accessories,197.49
Quincy Jones,Home Office,Binders and Binder Accessories,197.36
Denise Leinenbach,Home Office,Binders and Binder Accessories,197.21
Brian Moss,Corporate,Binders and Binder Accessories,197.11
Irene Maddox,Consumer,Paper,196.98
Sally Knutson,Corporate,Labels,196.96
Troy Staebel,Small Business,Paper,196.81
Nicole Hansen,Small Business,Office Furnishings,196.74
Evan Bailliet,Corporate,Computer Peripherals,196.58
George Ashbrook,Consumer,Labels,196.39
Joel Eaton,Home Office,Appliances,196.22
Michelle Ellison,Consumer,Computer Peripherals,196.12
Jack O'Briant,Home Office,Computer Peripherals,196.07
Dorris Love,Home Office,Binders and Binder Accessories,196.04
Bart Pistole,Consumer,Computer Peripherals,195.83
Christina Vanderzanden,Small Business,Binders and Binder Accessories,195.51
Rachel Payne,Home Office,Labels,195.51
Stewart Carmichael,Corporate,Pens & Art Supplies,195.49
Theone Pippenger,Corporate,Office Furnishings,195.23
Randy Bradley,Corporate,Storage & Organization,195.12
Sally Knutson,Corporate,Storage & Organization,195.04
Dennis Bolton,Consumer,Office Furnishings,194.29
Shaun Weien,Home Office,Binders and Binder Accessories,194.25
Patrick Bzostek,Consumer,Appliances,194.2
Stephanie Phelps,Consumer,Telephones and Communication,194.17
Adam Bellavance,Small Business,Binders and Binder Accessories,193.84
Daniel Lacy,Small Business,Binders and Binder Accessories,193.79
Joe Kamberova,Small Business,Binders and Binder Accessories,193.63
Helen Wasserman,Corporate,Paper,193.21
Arthur Gainer,Corporate,Telephones and Communication,193.21
Brian Stugart,Corporate,Binders and Binder Accessories,192.41
Scot Coram,Corporate,"Scissors, Rulers and Trimmers",192.39
Ken Lonsdale,Consumer,Pens & Art Supplies,192.33
Valerie Mitchum,Home Office,Paper,192.23
Darrin Martin,Small Business,Paper,192.15
Sarah Jordon,Consumer,Computer Peripherals,192.12
Dave Kipp,Consumer,"Scissors, Rulers and Trimmers",191.79
Steve Carroll,Consumer,"Scissors, Rulers and Trimmers",191.67
Liz MacKendrick,Corporate,Paper,191.6
John Castell,Small Business,Office Furnishings,191.55
Gary Hansen,Consumer,Binders and Binder Accessories,191.43
Brian Moss,Corporate,Appliances,191.36
Bill Donatelli,Small Business,Binders and Binder Accessories,191.36
Barry Gonzalez,Consumer,Pens & Art Supplies,190.99
Joni Wasserman,Consumer,Office Machines,190.73
Cindy Chapman,Corporate,Appliances,190.45
Bryan Spruell,Home Office,Pens & Art Supplies,190.42
Justin Ellison,Home Office,Binders and Binder Accessories,189.99
Jennifer Jackson,Home Office,Binders and Binder Accessories,189.73
Khloe Miller,Home Office,Storage & Organization,189.19
Michael Granlund,Corporate,Storage & Organization,189.04
Stephanie Phelps,Consumer,Paper,189.04
Ralph Kennedy,Corporate,Labels,189
Janet Martin,Corporate,Envelopes,188.8
Lena Creighton,Home Office,Labels,188.7
Sarah Bern,Corporate,Computer Peripherals,188.54
Nick Zandusky,Small Business,Binders and Binder Accessories,188.47
Karen Bern,Corporate,Binders and Binder Accessories,188.38
Victoria Wilson,Home Office,Rubber Bands,188.27
Jill Fjeld,Home Office,Appliances,188.23
Bruce Stewart,Corporate,Paper,188.07
Annie Cyprus,Home Office,Labels,187.83
Victoria Pisteka,Corporate,Computer Peripherals,187.8
Magdelene Morse,Home Office,Office Machines,187.78
Craig Molinari,Small Business,Telephones and Communication,187.64
Dianna Arnett,Home Office,Telephones and Communication,187.4
Caroline Jumper,Corporate,Binders and Binder Accessories,187.37
Nick Crebassa,Corporate,Office Furnishings,187.33
Stephanie Ulpright,Consumer,Binders and Binder Accessories,187.17
Kelly Williams,Corporate,Binders and Binder Accessories,187.16
Ben Wallace,Home Office,Paper,187.13
Grant Carroll,Small Business,Labels,186.94
Bryan Davis,Corporate,Labels,186.93
Pauline Johnson,Corporate,Pens & Art Supplies,186.5
Sarah Brown,Consumer,Office Furnishings,186.02
Ashley Jarboe,Small Business,Office Furnishings,185.83
Rob Beeghly,Consumer,Paper,185.82
Lindsay Castell,Corporate,Paper,185.59
Kean Thornton,Corporate,Pens & Art Supplies,185.34
Giulietta Weimer,Corporate,Office Furnishings,185.32
Nora Pelletier,Corporate,Appliances,185.16
Bart Folk,Corporate,Office Furnishings,184.86
Andy Yotov,Corporate,"Scissors, Rulers and Trimmers",184.77
Phillip Flathmann,Small Business,Storage & Organization,184.18
Marina Lichtenstein,Corporate,Envelopes,184.09
Chuck Clark,Corporate,Office Furnishings,184.07
Cari Sayre,Corporate,Paper,183.45
Pete Takahito,Corporate,Storage & Organization,183.43
Deanra Eno,Corporate,Binders and Binder Accessories,183.41
Dan Campbell,Corporate,Pens & Art Supplies,183.34
Chuck Sachs,Consumer,Office Machines,183.32
Dave Hallsten,Home Office,Pens & Art Supplies,183.28
Eleni McCrary,Corporate,Labels,183.08
Justin Ellison,Home Office,Appliances,182.92
Susan MacKendrick,Corporate,Paper,182.85
Amy Cox,Small Business,"Scissors, Rulers and Trimmers",182.47
Carol Adams,Corporate,Binders and Binder Accessories,182.33
Ricardo Emerson,Corporate,Binders and Binder Accessories,182.26
Julia Barnett,Home Office,Labels,182.2
Sonia Sunley,Small Business,Paper,182.09
Ed Ludwig,Consumer,Office Furnishings,181.92
Sonia Sunley,Corporate,Labels,181.85
Filia McAdams,Small Business,Paper,181.83
Yoseph Carroll,Consumer,Envelopes,181.5
Matt Abelman,Home Office,Storage & Organization,181.49
Carol Darley,Home Office,Office Furnishings,181.39
Cathy Armstrong,Consumer,Binders and Binder Accessories,181.17
James Galang,Consumer,Labels,181.09
Ashley Jarboe,Home Office,Pens & Art Supplies,180.56
Sally Hughsby,Consumer,Labels,180.48
Georgia Rosenberg,Consumer,Paper,180.46
Alan Shonely,Small Business,Office Furnishings,180.43
Lisa DeCherney,Consumer,Paper,180.4
Michelle Tran,Corporate,Paper,180.38
Jessica Myrick,Small Business,Storage & Organization,180.36
Christy Brittain,Consumer,Rubber Bands,179.98
Joni Sundaresam,Home Office,Envelopes,179.33
Thea Hudgings,Consumer,Pens & Art Supplies,178.84
Julia West,Home Office,Office Furnishings,178.78
Toby Swindell,Small Business,Paper,178.74
Quincy Jones,Corporate,Appliances,178.7
Todd Boyes,Small Business,Rubber Bands,178.67
Michelle Arnett,Home Office,Labels,178.51
Chuck Magee,Corporate,Office Furnishings,178.4
Ken Brennan,Consumer,Paper,178.13
Jennifer Halladay,Home Office,Paper,177.92
Erica Smith,Small Business,Pens & Art Supplies,177.68
John Castell,Small Business,Envelopes,177.52
Saphhira Shifley,Consumer,Pens & Art Supplies,177.23
Saphhira Shifley,Consumer,"Scissors, Rulers and Trimmers",177.06
Maria Bertelson,Corporate,Pens & Art Supplies,176.62
Helen Wasserman,Home Office,Paper,176.42
Pauline Johnson,Corporate,Paper,176.34
Nick Crebassa,Corporate,Binders and Binder Accessories,176.28
Sean Christensen,Home Office,"Scissors, Rulers and Trimmers",176.24
Philip Brown,Corporate,Binders and Binder Accessories,176.15
Dan Lawera,Corporate,Binders and Binder Accessories,176.06
Deborah Brumfield,Small Business,Labels,175.76
Thais Sissman,Corporate,Pens & Art Supplies,175.66
Giulietta Dortch,Consumer,Storage & Organization,175.49
Justin Hirsh,Consumer,Storage & Organization,174.89
Lycoris Saunders,Corporate,Labels,174.81
Daniel Lacy,Small Business,Appliances,174.64
Stephanie Ulpright,Consumer,"Scissors, Rulers and Trimmers",174.58
Steven Ward,Consumer,Computer Peripherals,174.55
Sue Ann Reed,Consumer,"Scissors, Rulers and Trimmers",174.48
Denny Blanton,Home Office,"Scissors, Rulers and Trimmers",174.22
Frank Merwin,Corporate,Office Furnishings,174.11
Ben Peterman,Corporate,Storage & Organization,173.97
Shui Tom,Consumer,Pens & Art Supplies,173.47
Sally Knutson,Consumer,Office Furnishings,173.44
Cynthia Arntzen,Home Office,Office Machines,173.44
Valerie Dominguez,Corporate,Paper,173.27
Duane Huffman,Small Business,"Scissors, Rulers and Trimmers",173.2
Ashley Jarboe,Home Office,Labels,173.08
Rick Wilson,Corporate,Paper,172.9
Chris Selesnick,Home Office,Chairs & Chairmats,172.34
Joni Blumstein,Home Office,Paper,172.33
Stewart Visinsky,Corporate,Labels,172.15
Anthony O'Donnell,Consumer,Paper,172.04
Allen Rosenblatt,Small Business,Office Machines,171.71
Julie Prescott,Home Office,Envelopes,171.52
Beth Fritzler,Small Business,"Scissors, Rulers and Trimmers",171.5
Maria Zettner,Corporate,Labels,171.48
Dennis Pardue,Corporate,Labels,170.82
Luke Weiss,Corporate,Paper,170.81
Troy Blackwell,Home Office,Pens & Art Supplies,170.77
Dario Medina,Small Business,Paper,170.68
Sonia Sunley,Corporate,Binders and Binder Accessories,170.42
Jill Fjeld,Home Office,Paper,170.4
Janet Martin,Corporate,Storage & Organization,170.35
Cassandra Brandow,Home Office,Paper,170.02
Justin MacKendrick,Corporate,Storage & Organization,169.75
Jason Fortune,Corporate,Paper,169.48
Bradley Drucker,Small Business,Pens & Art Supplies,169.46
Mark Van Huff,Home Office,Office Furnishings,169.4
Roy Phan,Consumer,Computer Peripherals,168.99
Jay Fine,Consumer,Envelopes,168.95
Barry Pond,Consumer,Office Machines,168.9
Ken Heidel,Corporate,Appliances,168.66
Ken Dana,Small Business,Paper,167.66
Tracy Collins,Consumer,Labels,167.55
Damala Kotsonis,Corporate,Binders and Binder Accessories,167.5
Sarah Bern,Corporate,Binders and Binder Accessories,167.45
Karen Carlisle,Home Office,Paper,167.07
Carl Ludwig,Corporate,Paper,166.76
Vivek Grady,Home Office,Paper,166.47
Matthew Grinstein,Small Business,Labels,166.31
Matt Collins,Consumer,Computer Peripherals,165.75
Darren Budd,Home Office,Computer Peripherals,165.37
Barry Gonzalez,Small Business,Binders and Binder Accessories,165.09
Michelle Lonsdale,Corporate,Computer Peripherals,165.04
Philisse Overcash,Small Business,Paper,164.92
Adam Hart,Corporate,Labels,164.81
Pamela Stobb,Consumer,Pens & Art Supplies,164.5
Deanra Eno,Corporate,Paper,164.41
Rick Wilson,Consumer,Binders and Binder Accessories,164.23
Michael Oakman,Small Business,Binders and Binder Accessories,164.1
Alejandro Grove,Corporate,Pens & Art Supplies,163.98
Joni Blumstein,Home Office,Labels,163.84
Fred McMath,Small Business,Office Machines,163.78
Steve Nguyen,Small Business,Office Furnishings,163.75
Jessica Myrick,Small Business,Binders and Binder Accessories,163.54
Sarah Jordon,Consumer,Pens & Art Supplies,163.44
Peter Fuller,Corporate,Binders and Binder Accessories,163.27
Kelly Andreada,Home Office,Pens & Art Supplies,163.14
Joy Bell,Home Office,Labels,163.08
Craig Molinari,Small Business,Computer Peripherals,162.58
Kristen Hastings,Corporate,Labels,162.57
Suzanne McNair,Corporate,Appliances,162.49
Bobby Trafton,Small Business,Paper,162.39
Peter McVee,Small Business,Paper,162.11
Aaron Hawkins,Home Office,Pens & Art Supplies,162
Guy Phonely,Corporate,Binders and Binder Accessories,161.77
Susan MacKendrick,Corporate,Binders and Binder Accessories,161.77
Ivan Liston,Consumer,Binders and Binder Accessories,161.72
Alex Grayson,Consumer,Rubber Bands,161.28
Annie Thurman,Consumer,Labels,160.68
Harold Dahlen,Consumer,Pens & Art Supplies,160.63
Lauren Leatherbury,Corporate,Chairs & Chairmats,160.52
Fred McMath,Small Business,Appliances,160.41
Michael Granlund,Home Office,Office Furnishings,160.29
Seth Vernon,Home Office,Binders and Binder Accessories,160.27
Dorris Love,Corporate,Binders and Binder Accessories,159.71
Brad Norvell,Corporate,Chairs & Chairmats,159.51
Pauline Chand,Small Business,Paper,159.48
Yana Sorensen,Corporate,Pens & Art Supplies,159.41
Matt Collister,Home Office,Labels,159.26
Brooke Gillingham,Small Business,Telephones and Communication,159.26
Daniel Lacy,Small Business,Computer Peripherals,159.24
Christina Vanderzanden,Small Business,Envelopes,159.05
Maribeth Schnelling,Corporate,Storage & Organization,159.05
Alan Hwang,Small Business,Binders and Binder Accessories,158.97
Mick Hernandez,Home Office,Office Furnishings,158.83
Eric Barreto,Small Business,Labels,158.79
Anemone Ratner,Small Business,Paper,158.4
Roy Collins,Corporate,Pens & Art Supplies,158.21
George Ashbrook,Consumer,Computer Peripherals,158.04
Berenike Kampe,Corporate,Pens & Art Supplies,157.87
Barry Gonzalez,Small Business,Computer Peripherals,157.85
Clay Ludtke,Consumer,Paper,157.85
Charles McCrossin,Corporate,Paper,157.79
Cathy Armstrong,Consumer,Computer Peripherals,157.63
Art Miller,Corporate,Binders and Binder Accessories,157.51
Art Foster,Home Office,Envelopes,157.49
Jason Fortune,Corporate,Pens & Art Supplies,157.47
Aaron Smayling,Small Business,Paper,157.41
Henry Goldwyn,Small Business,Paper,157.4
Joy Daniels,Corporate,Computer Peripherals,157.26
Jas O'Carroll,Corporate,Computer Peripherals,157.13
Annie Thurman,Home Office,Office Furnishings,157.03
Lena Creighton,Corporate,Binders and Binder Accessories,156.97
Maureen Fritzler,Corporate,Rubber Bands,156.95
John Huston,Consumer,"Scissors, Rulers and Trimmers",156.82
Ann Blume,Small Business,Labels,156.59
Kelly Lampkin,Home Office,Binders and Binder Accessories,156.47
Stephanie Ulpright,Consumer,Pens & Art Supplies,156.28
Shirley Jackson,Corporate,Pens & Art Supplies,156.2
Melanie Page,Corporate,"Scissors, Rulers and Trimmers",156.15
Greg Matthias,Home Office,Rubber Bands,156.13
Liz Pelletier,Home Office,Telephones and Communication,155.92
Linda Southworth,Consumer,Envelopes,155.89
Rob Haberlin,Corporate,Office Furnishings,155.8
Darrin Van Huff,Home Office,Paper,155.67
Sonia Sunley,Corporate,"Scissors, Rulers and Trimmers",155.6
Ann Steele,Corporate,Rubber Bands,155.54
Christy Brittain,Consumer,"Scissors, Rulers and Trimmers",155.52
Darren Budd,Home Office,Chairs & Chairmats,155.22
Mark Cousins,Corporate,Appliances,154.85
Arthur Gainer,Corporate,Binders and Binder Accessories,154.62
Luke Weiss,Corporate,"Scissors, Rulers and Trimmers",154.45
Erica Hernandez,Small Business,Office Furnishings,154.43
Liz Willingham,Home Office,Paper,154.35
Penelope Sewall,Home Office,Labels,154.24
Cynthia Arntzen,Home Office,Pens & Art Supplies,154
Sibella Parks,Small Business,Labels,153.98
James Lanier,Corporate,Office Furnishings,153.44
Mick Hernandez,Home Office,Pens & Art Supplies,153.28
Steve Nguyen,Consumer,Storage & Organization,153.23
Alan Barnes,Corporate,Binders and Binder Accessories,152.67
Fred Wasserman,Home Office,Pens & Art Supplies,152.59
Alan Dominguez,Corporate,Office Furnishings,152.44
Dennis Bolton,Consumer,Binders and Binder Accessories,152.28
Victoria Pisteka,Corporate,Labels,152.26
Liz MacKendrick,Corporate,Storage & Organization,152.14
Cari Sayre,Corporate,Binders and Binder Accessories,151.86
Erin Mull,Small Business,Paper,151.47
Bradley Nguyen,Consumer,Envelopes,151.38
Fred Harton,Home Office,Rubber Bands,151.19
Cyma Kinney,Small Business,Rubber Bands,151.19
Kristina Nunn,Consumer,Rubber Bands,151.19
Barry Weirich,Corporate,Computer Peripherals,150.77
Joseph Airdo,Consumer,Pens & Art Supplies,150.6
Joel Jenkins,Corporate,Storage & Organization,150.33
Eric Barreto,Consumer,Storage & Organization,150.33
Eugene Moren,Home Office,Envelopes,150.29
Karen Ferguson,Home Office,Pens & Art Supplies,150.28
Anna Gayman,Corporate,Paper,150.13
Alyssa Tate,Small Business,Pens & Art Supplies,150.06
Berenike Kampe,Corporate,Binders and Binder Accessories,149.7
MaryBeth Skach,Home Office,Binders and Binder Accessories,149.64
Gene McClure,Home Office,Binders and Binder Accessories,149.4
Joel Jenkins,Corporate,Paper,148.31
Cyra Reiten,Consumer,Pens & Art Supplies,148.26
Matthew Grinstein,Small Business,Envelopes,148.12
Matthew Grinstein,Small Business,"Scissors, Rulers and Trimmers",147.71
Robert Barroso,Small Business,Pens & Art Supplies,147.52
Justin MacKendrick,Corporate,Office Furnishings,146.69
Gene Hale,Consumer,Paper,146.63
Tracy Poddar,Corporate,Pens & Art Supplies,146.59
Ed Ludwig,Consumer,Appliances,146.15
Luke Schmidt,Home Office,Paper,146.11
Sandra Glassco,Home Office,Labels,145.57
Corey Lock,Home Office,Pens & Art Supplies,145.48
Tom Ashbrook,Home Office,Binders and Binder Accessories,145.15
Edward Nazzal,Small Business,Paper,145.13
Craig Yedwab,Consumer,Rubber Bands,144.84
Emily Grady,Home Office,Labels,144.73
Erin Mull,Corporate,Labels,144.28
Robert Barroso,Small Business,Computer Peripherals,144.14
Kimberly Carter,Home Office,Binders and Binder Accessories,144.13
Peter Fuller,Corporate,Pens & Art Supplies,144.12
Lynn Smith,Corporate,Paper,144.03
Carl Ludwig,Corporate,Office Furnishings,143.78
Maya Herman,Corporate,Paper,143.5
James Lanier,Corporate,Rubber Bands,142.97
Shahid Shariari,Consumer,Paper,142.81
Trudy Brown,Small Business,Rubber Bands,142.8
Eric Murdock,Home Office,Rubber Bands,142.59
Sarah Brown,Consumer,Pens & Art Supplies,142.44
Nicole Brennan,Consumer,Chairs & Chairmats,142.24
Aleksandra Gannaway,Corporate,Envelopes,142.12
Michelle Huthwaite,Home Office,Labels,142.1
Shirley Schmidt,Corporate,Telephones and Communication,141.98
Thomas Thornton,Consumer,Office Furnishings,141.92
Kristen Hastings,Corporate,Envelopes,141.9
Tamara Willingham,Corporate,"Scissors, Rulers and Trimmers",141.83
Shahid Collister,Home Office,Appliances,141.59
Ted Trevino,Corporate,Binders and Binder Accessories,141.56
Edward Becker,Corporate,Labels,141.49
Fred Hopkins,Home Office,Paper,141.4
Sanjit Jacobs,Consumer,Labels,141.08
Sam Craven,Home Office,"Scissors, Rulers and Trimmers",141.07
Marc Crier,Corporate,Storage & Organization,140.82
Victoria Pisteka,Corporate,Office Furnishings,140.77
Dave Poirier,Small Business,Pens & Art Supplies,140.72
Becky Pak,Corporate,Rubber Bands,140.69
Adam Shillingsburg,Corporate,Office Machines,140.59
Liz Pelletier,Corporate,Computer Peripherals,140.56
Nicole Brennan,Home Office,Appliances,140.37
Tony Sayre,Small Business,Paper,140.37
Chad Cunningham,Small Business,Binders and Binder Accessories,140.24
Tanja Norvell,Corporate,Binders and Binder Accessories,140.07
Dorris Love,Home Office,Labels,140.02
Aaron Smayling,Small Business,Labels,139.98
Julia Dunbar,Consumer,Pens & Art Supplies,139.93
Christina Vanderzanden,Small Business,Pens & Art Supplies,139.86
Evan Henry,Corporate,Pens & Art Supplies,139.58
Anemone Ratner,Small Business,"Scissors, Rulers and Trimmers",139.37
Carlos Meador,Corporate,Paper,139.19
Lisa Hazard,Home Office,Paper,138.95
Roy Phan,Corporate,Labels,138.95
Ben Wallace,Home Office,"Scissors, Rulers and Trimmers",138.84
Rob Beeghly,Consumer,Office Furnishings,138.71
Craig Leslie,Consumer,Telephones and Communication,138.59
Art Foster,Home Office,"Scissors, Rulers and Trimmers",138.55
Khloe Miller,Home Office,Appliances,138.52
Jas O'Carroll,Home Office,Pens & Art Supplies,138.45
Sean Wendt,Corporate,Office Furnishings,138.31
Ken Heidel,Corporate,Computer Peripherals,138.05
Dionis Lloyd,Small Business,Paper,137.97
Mike Kennedy,Corporate,Binders and Binder Accessories,137.95
Cathy Prescott,Corporate,Paper,137.84
Logan Currie,Small Business,Paper,137.77
Sam Zeldin,Small Business,Binders and Binder Accessories,137.64
Dario Medina,Small Business,Computer Peripherals,137.54
Susan Vittorini,Corporate,Rubber Bands,137.51
Aaron Smayling,Small Business,Pens & Art Supplies,137.4
Cynthia Arntzen,Small Business,Pens & Art Supplies,137.08
Nora Pelletier,Home Office,Binders and Binder Accessories,137.07
Sarah Foster,Corporate,Envelopes,136.98
George Zrebassa,Home Office,Appliances,136.9
Aaron Bergman,Corporate,"Scissors, Rulers and Trimmers",136.81
Paul Lucas,Corporate,Binders and Binder Accessories,136.77
Dianna Arnett,Home Office,Pens & Art Supplies,136.72
Neil French,Consumer,Labels,136.71
Hallie Redmond,Small Business,Computer Peripherals,136.68
Alan Haines,Consumer,Office Furnishings,136.61
Saphhira Shifley,Corporate,Pens & Art Supplies,136.5
Rick Hansen,Home Office,Binders and Binder Accessories,136.45
Jim Sink,Corporate,Pens & Art Supplies,136.42
Jocasta Rupert,Consumer,"Scissors, Rulers and Trimmers",136.41
Ralph Knight,Consumer,Binders and Binder Accessories,136.29
Bill Eplett,Corporate,Storage & Organization,136.24
Nancy Lomonaco,Home Office,Binders and Binder Accessories,136.2
Ivan Liston,Consumer,Labels,136.16
Tim Taslimi,Corporate,Office Furnishings,136.1
Neil French,Consumer,Paper,135.88
Rose O'Brian,Home Office,Paper,135.86
Laurel Workman,Home Office,"Scissors, Rulers and Trimmers",135.77
Shirley Jackson,Corporate,Binders and Binder Accessories,135.52
Sonia Cooley,Corporate,Storage & Organization,135.38
Trudy Schmidt,Small Business,Binders and Binder Accessories,135.31
Scott Cohen,Consumer,"Scissors, Rulers and Trimmers",135.23
Darren Koutras,Consumer,Labels,135.2
Steve Nguyen,Consumer,Paper,134.88
Erica Bern,Corporate,"Scissors, Rulers and Trimmers",134.86
Philip Brown,Home Office,Labels,134.81
Tracy Zic,Consumer,Pens & Art Supplies,134.52
David Flashing,Home Office,Pens & Art Supplies,134.42
Henry Goldwyn,Small Business,Pens & Art Supplies,133.94
Rachel Payne,Consumer,Storage & Organization,133.85
Liz Willingham,Home Office,Pens & Art Supplies,133.43
Emily Grady,Home Office,"Scissors, Rulers and Trimmers",133.23
Neil French,Consumer,Binders and Binder Accessories,133.15
Bill Overfelt,Corporate,Rubber Bands,133.07
Patrick Ryan,Corporate,Labels,133.04
Tom Stivers,Small Business,Binders and Binder Accessories,133.04
Cari Sayre,Corporate,Labels,132.86
Erica Hernandez,Small Business,Paper,132.78
Phillina Ober,Small Business,Paper,132.2
Mike Kennedy,Corporate,Rubber Bands,132.19
Amy Cox,Corporate,Labels,132.12
Kelly Lampkin,Corporate,Rubber Bands,132.07
Sean O'Donnell,Corporate,Appliances,132.01
Tanja Norvell,Consumer,Paper,131.86
Craig Leslie,Consumer,Labels,131.65
Irene Maddox,Consumer,Computer Peripherals,131.61
Nora Pelletier,Home Office,Chairs & Chairmats,131.27
George Ashbrook,Consumer,Bookcases,131.27
Michelle Tran,Corporate,Appliances,131.2
Brian DeCherney,Corporate,Binders and Binder Accessories,131.12
Frank Atkinson,Corporate,Paper,131.04
Nicole Fjeld,Small Business,"Scissors, Rulers and Trimmers",130.96
Scott Cohen,Consumer,Paper,130.49
Mark Packer,Small Business,Storage & Organization,130.43
Michael Chen,Consumer,Binders and Binder Accessories,130.36
Rachel Payne,Consumer,Labels,130.36
Brian DeCherney,Corporate,Labels,130.28
Brad Thomas,Corporate,Rubber Bands,130.25
Marc Harrigan,Home Office,Paper,130.16
Paul Prost,Corporate,Envelopes,130.11
Muhammed Yedwab,Consumer,Chairs & Chairmats,129.88
Victor Price,Consumer,Office Furnishings,129.84
Dan Campbell,Corporate,Telephones and Communication,129.79
Katrina Edelman,Corporate,Paper,129.77
George Bell,Corporate,Binders and Binder Accessories,129.74
Erin Creighton,Corporate,Paper,129.71
Erica Smith,Small Business,Envelopes,129.53
Sung Chung,Home Office,Labels,129.49
Eudokia Martin,Home Office,Office Furnishings,129.48
Kelly Lampkin,Home Office,Rubber Bands,129.27
Carlos Soltero,Small Business,Pens & Art Supplies,129.05
Deborah Brumfield,Small Business,Appliances,128.97
Lycoris Saunders,Corporate,Pens & Art Supplies,128.86
David Wiener,Consumer,Office Furnishings,128.62
Katrina Willman,Consumer,Paper,128.56
Bill Eplett,Corporate,Labels,128.28
Pauline Webber,Consumer,Rubber Bands,128.27
Pamela Coakley,Corporate,Pens & Art Supplies,128.22
Bryan Davis,Corporate,Paper,128.21
